5.68021e+07	9.00000e-01 
3.49168e+07	9.50000e-01 
2.20063e+07	1.00000e+00 
1.41855e+07	1.05000e+00 
9.33289e+06	1.10000e+00 
6.25564e+06	1.15000e+00 
4.26504e+06	1.20000e+00 
2.95371e+06	1.25000e+00 
2.07526e+06	1.30000e+00 
1.47763e+06	1.35000e+00 
1.06518e+06	1.40000e+00 
7.76738e+05	1.45000e+00 
5.72504e+05	1.50000e+00 
4.26217e+05	1.55000e+00 
3.20300e+05	1.60000e+00 
2.42833e+05	1.65000e+00 
1.85634e+05	1.70000e+00 
1.43020e+05	1.75000e+00 
1.11003e+05	1.80000e+00 
8.67572e+04	1.85000e+00 
6.82567e+04	1.90000e+00 
5.40392e+04	1.95000e+00 
4.30391e+04	2.00000e+00 
3.44734e+04	2.05000e+00 
2.77625e+04	2.10000e+00 
2.24741e+04	2.15000e+00 
1.82834e+04	2.20000e+00 
1.49450e+04	2.25000e+00 
1.22720e+04	2.30000e+00 
1.01214e+04	2.35000e+00 
8.38307e+03	2.40000e+00 
6.97173e+03	2.45000e+00 
5.82097e+03	2.50000e+00 
4.87883e+03	2.55000e+00 
4.10445e+03	2.60000e+00 
3.46554e+03	2.65000e+00 
2.93648e+03	2.70000e+00 
2.49684e+03	2.75000e+00 
2.13028e+03	2.80000e+00 
1.82365e+03	2.85000e+00 
1.56634e+03	2.90000e+00 
1.34976e+03	2.95000e+00 
1.16693e+03	3.00000e+00 
1.01214e+03	3.05000e+00 
8.80742e+02	3.10000e+00 
7.68896e+02	3.15000e+00 
6.73448e+02	3.20000e+00 
5.91789e+02	3.25000e+00 
5.21757e+02	3.30000e+00 
4.61556e+02	3.35000e+00 
4.09685e+02	3.40000e+00 
3.64894e+02	3.45000e+00 
3.26131e+02	3.50000e+00 
2.92515e+02	3.55000e+00 
2.63302e+02	3.60000e+00 
2.37865e+02	3.65000e+00 
2.15673e+02	3.70000e+00 
1.96274e+02	3.75000e+00 
1.79287e+02	3.80000e+00 
1.64383e+02	3.85000e+00 
1.51285e+02	3.90000e+00 
1.39754e+02	3.95000e+00 
1.29585e+02	4.00000e+00 
1.20602e+02	4.05000e+00 
1.12655e+02	4.10000e+00 
1.05612e+02	4.15000e+00 
9.93612e+01	4.20000e+00 
9.38051e+01	4.25000e+00 
8.88589e+01	4.30000e+00 
8.44494e+01	4.35000e+00 
8.05124e+01	4.40000e+00 
7.69926e+01	4.45000e+00 
7.38411e+01	4.50000e+00 
7.10158e+01	4.55000e+00 
